11.82611111111111,1,,,,,
11.821111111111112,1,,,,,
11.826666666666666,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.82611111111111,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.82611111111111,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.82638888888889,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.82638888888889,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.821388888888889,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.827222222222222,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.821388888888889,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.82638888888889,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.821388888888889,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.821388888888889,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.82611111111111,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.8275,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.82638888888889,1,1,1,0,0,
11.827222222222222,1,,,,0,
11.8275,1,,,,,
11.821111111111112,1,1,1,0,0,
11.82638888888889,1,1,1,0,0,
11.826666666666666,1,0,0,,,
11.82638888888889,1,0,0,,,
11.827777777777778,1,3,3,2,1,
11.8275,1,3,3,2,1,
11.82638888888889,1,3,,,,
11.8275,1,3,3,2,1,
11.82638888888889,1,1,1,0,0,
11.825833333333334,1,0,0,,,
11.827777777777778,1,3,3,2,1,
11.828055555555554,1,3,3,2,1,
11.826666666666666,1,,,,,
11.827777777777778,1,3,3,2,1,
11.82861111111111,1,0,0,,,
11.826944444444445,1,,5,,2,
11.827777777777778,1,3,3,2,1,
11.821111111111112,1,1,1,0,0,
11.821111111111112,1,1,1,0,0,
11.826666666666666,1,,,,0,
11.825833333333334,1,0,0,,,
11.828055555555554,1,4,5,3,2,
11.8275,1,0,0,,,
11.82638888888889,1,,,,,
11.82861111111111,1,0,0,,,
11.82611111111111,1,1,1,0,0,
11.827222222222222,1,,,,,
11.8275,1,3,3,2,1,
11.827777777777778,1,3,3,2,1,
11.82638888888889,1,0,0,,,
11.8275,1,3,3,2,1,
11.82611111111111,1,0,0,,,
11.8275,1,0,0,,,
11.829722222222221,1,0,0,,,
11.821111111111112,1,1,1,0,0,
11.821388888888889,1,1,1,0,0,
11.82611111111111,1,1,1,0,0,
11.827222222222222,1,8,8,7,4,
11.828888888888889,1,0,0,,,
11.827222222222222,1,0,0,,,
11.826944444444445,1,5,5,4,2,
11.827777777777778,1,3,3,2,1,
11.82611111111111,1,1,1,0,0,
11.826944444444445,1,0,0,,,
11.829722222222221,1,3,,,,
11.827222222222222,1,0,0,,,
11.826666666666666,1,0,0,,,
11.828888888888889,1,0,0,,,
11.82611111111111,1,1,1,0,0,
11.826944444444445,1,0,0,,,
11.82861111111111,1,3,,,,
11.82638888888889,1,0,0,,,
11.825833333333334,1,0,0,,,
11.827777777777778,1,3,3,2,1,
11.827777777777778,1,3,3,2,1,
11.826666666666666,1,4,5,3,2,
11.827777777777778,1,3,3,2,1,
11.826666666666666,1,6,,,0,
11.826666666666666,1,0,0,,,
